Age,Income,YearsWorked,Credible
19,1388,1,1
63,4449,43,1
24,1774,3,1
23,1528,0,0
61,4355,29,1
18,954,2,0
63,4570,16,1
49,2917,32,0
37,2622,2,1
61,4867,32,1
20,1440,0,1
50,3967,2,1
65,4624,18,1
64,4159,22,0
50,3463,24,0
63,4190,15,0
20,1372,0,0
44,3429,28,1
38,2755,16,1
20,1694,2,1
40,3174,5,1
20,1393,0,0
35,2251,12,0
55,3821,35,0
61,4471,11,1
61,4184,13,0
38,2589,17,0
34,2934,11,1
28,2012,11,1
39,2811,17,1
27,1938,8,1
33,2326,17,1
65,4515,43,0
19,1555,1,1
62,4339,1,0
16,998,0,0
34,2141,4,0
21,1487,0,1
29,2078,13,1
35,2449,13,0
41,2838,20,0
25,1965,6,1
27,1908,1,1
43,2773,1,0
60,4136,3,0
21,1046,3,0
56,3833,29,0
37,2582,18,0
61,4184,23,0
51,3434,4,0
41,2802,1,0
33,2192,13,0
34,2310,4,0
53,3346,33,0
23,1688,3,1
37,2750,13,1
37,2544,18,0
28,1828,2,0
28,1878,4,0
40,3490,2,1
21,1342,4,0
27,2103,3,1
53,3665,33,0
22,1510,4,0
37,2596,4,1
42,2874,3,0
60,4104,14,0
34,2239,5,0
18,1182,0,0
16,1308,0,1
26,1894,7,1
61,4325,5,1
37,2210,19,0
19,1363,0,1
58,4091,34,1
17,1386,1,1
29,1888,13,0
38,2792,3,1
60,3913,14,0
42,3281,17,1
45,3132,26,0
16,1266,0,1
38,2533,20,0
18,1656,1,1
57,3640,8,0
53,3541,10,0
16,721,0,0
35,2395,17,0
42,2873,14,0
33,2401,14,1
65,4467,1,0
23,1286,2,0
52,3894,20,1
20,1406,0,1
21,1617,4,1
29,1859,6,0
55,3891,24,1
58,4013,7,0
58,4326,6,1
46,2966,18,0
21,1337,5,0
20,1544,3,1
44,3153,16,1
59,3943,25,0
59,4646,40,1
63,4479,7,1
33,1975,11,0
61,4276,8,1
25,2021,1,1
35,2278,19,0
23,1453,1,0
33,1993,13,0
44,3042,21,0
36,2563,8,1
49,3494,26,1
49,3556,5,1
58,3924,31,0
45,3222,22,1
18,1246,2,0
40,2938,24,1
56,3791,18,0
43,2686,17,0
20,1658,0,1
27,2056,9,1
27,1659,10,0
32,2602,16,1
62,4145,7,0
55,3743,34,0
57,3902,20,0
61,4376,20,1
54,3584,17,0
43,2904,13,0
31,2198,4,1
43,3089,13,1
64,4886,24,1
47,3548,15,1
44,3211,13,1
25,1795,3,1
27,2202,5,1
38,2901,8,1
57,3839,13,0
30,2075,6,0
38,2911,6,1
21,1681,4,1
65,4600,44,1
25,1744,1,0
51,3587,34,1
32,1926,3,0
55,3747,8,0
60,4497,37,1
25,1768,4,1
56,3591,6,0
61,4496,10,1
48,3117,30,0
45,3494,15,1
64,4807,23,1
30,2109,13,1
16,853,0,0
55,4009,7,1
46,2866,25,0
25,1878,8,1
32,2463,3,1
31,1992,11,0
31,1889,0,0
26,1895,7,1
51,3445,6,0
42,3023,13,1
50,3551,6,1
27,2031,0,1
51,3414,0,0
49,3759,33,1
58,3847,25,0
18,1200,0,0
39,2445,17,0
61,4358,10,1
59,4362,10,1
57,4275,30,1
62,4160,39,0
36,2591,2,1
53,3894,5,1
55,3874,3,1
23,1713,0,1
29,1998,13,0
25,1794,1,1
16,1383,0,1
30,2125,12,1
29,1903,8,0
34,2543,12,1
51,3778,6,1
59,4385,23,1
22,1916,0,1
19,1347,1,1
19,992,0,0
50,3620,20,1
38,2996,8,1
40,2608,22,0
38,2822,17,1
40,2511,10,0
17,1258,1,1
48,3130,17,0
63,4546,4,1
21,1435,4,0
35,2383,19,0
39,2397,22,0
64,4848,15,1
44,2883,13,0
43,3028,11,1
18,1269,1,1
26,2195,5,1
28,2188,6,1
41,3006,7,1
54,4325,11,1
58,4157,23,1
64,4631,34,1
28,2203,3,1
46,2835,17,0
53,3463,9,0
18,1538,1,1
25,1821,5,1
50,3334,3,0
47,3410,22,1
50,3505,12,1
29,1915,6,0
22,1289,0,0
56,3965,15,1
48,3261,26,0
30,2007,8,0
60,4042,4,0
60,4065,32,0
55,4119,35,1
22,1239,5,0
35,2654,7,1
63,3979,14,0
45,3367,10,1
64,4587,11,1
31,2140,3,0
51,3521,15,0
64,4666,40,1
59,4419,31,1
27,1857,9,0
37,2414,10,0
32,2221,11,0
56,4348,40,1
61,4017,32,0
61,4517,5,1
64,4271,42,0
60,4262,25,1
41,2884,10,1
16,1024,0,0
26,1730,6,0
50,3561,6,1
31,2212,13,1
33,1865,11,0
38,2640,3,0
53,3759,30,1
44,3616,14,1
17,1494,0,1
30,2229,11,1
52,3751,14,1
58,3835,29,0
64,4485,5,1
31,2166,1,0
20,1259,3,0
62,4708,11,1
23,1377,5,0
37,2173,14,0
44,3189,25,1
30,2611,11,1
63,4672,9,1
29,2025,7,0
17,877,1,0
33,2476,4,1
56,3611,7,0
30,2163,10,1
21,1442,5,0
51,3666,2,1
27,1853,4,0
22,1533,1,0
63,4379,46,0
53,4127,7,1
49,3178,28,0
64,4768,5,1
50,3884,10,1
38,2916,18,1
19,1390,0,1
20,1459,3,1
65,4376,23,0
60,4238,44,1
29,1920,4,0
53,3720,25,1
65,4671,13,1
55,3724,5,0
30,2452,4,1
64,4533,15,1
60,4449,28,1
63,4239,27,0
50,3521,31,1
43,2753,17,0
17,1299,1,1
48,3452,18,1
46,3147,5,0
38,2886,22,1
36,2321,6,0
36,2192,15,0
38,2555,11,0
47,3340,29,1
59,3780,8,0
41,2979,12,1
61,4562,1,1
64,4276,43,0
59,4130,0,1
45,3019,25,0
29,2017,11,0
60,4331,7,1
23,1750,5,1
55,3927,11,1
39,2930,13,1
36,2429,6,0
21,1288,4,0
44,3044,14,0
62,4420,2,1
23,1391,5,0
30,1867,9,0
22,1695,1,1
37,2962,0,1
47,3567,2,1
29,1842,2,0
60,4245,12,1
42,3134,18,1
35,2712,17,1
49,3725,32,1
21,1427,1,0
54,3870,34,1
26,1798,4,0
27,2196,4,1
48,3234,23,0
33,1980,13,0
42,2915,17,0
17,1118,1,0
43,3133,8,1
59,4216,11,1
60,4302,23,1
65,4322,40,0
54,3810,14,1
62,4142,18,0
58,4336,5,1
36,2484,19,0
48,3344,2,0
16,1121,0,1
43,2709,23,0
56,4156,21,1
62,4339,2,0
58,3870,2,0
64,4647,42,1
26,1973,9,1
59,4065,39,0
44,3210,2,1
35,2570,5,1
28,2070,12,1
20,1190,1,0
49,3693,1,1
60,4505,9,1
17,1255,1,1
30,2143,7,1
21,1431,1,0
57,4089,7,1
21,1317,2,0
36,2429,13,0
21,937,5,0
31,1884,14,0
34,2567,4,1
52,3470,17,0
63,4701,22,1
29,2036,4,1
21,1449,0,0
29,1967,8,0
62,5088,20,1
41,3201,10,1
43,2751,3,0
28,2236,9,1
17,1433,0,1
18,1088,0,0
44,3506,1,1
44,2970,15,0
23,1871,4,1
21,1472,0,1
53,4017,12,1
47,3133,30,0
28,1780,12,0
59,4222,14,1
44,3347,15,1
49,3826,15,1
48,3367,8,1
17,1463,0,1
59,4306,18,1
62,4536,33,1
19,1368,1,1
23,1657,5,1
17,1185,1,0
61,4530,32,1
34,2578,12,1
40,2545,2,0
60,4220,3,1
55,3858,25,1
59,4186,24,1
48,3510,32,1
27,1879,11,0
62,4139,20,0
48,3695,10,1
61,3955,13,0
60,3907,30,0
30,2144,9,1
45,3027,1,0
50,3673,20,1
45,2924,24,0
57,3773,10,0
17,1297,0,1
20,1449,3,1
42,3001,6,1
24,1685,8,1
24,1706,6,1
25,1508,4,0
27,2000,3,1
28,2039,1,1
43,2733,5,0
32,2353,1,1
44,2947,21,0
28,2365,1,1
26,2011,9,1
63,4199,10,0
17,1171,1,0
40,2802,17,1
64,4788,15,1
27,1942,5,1
45,3114,2,0
33,2595,9,1
51,3782,5,1
49,3416,27,0
58,4106,14,1
25,1781,6,1
40,2945,6,1
44,3192,11,1
23,1627,0,1
52,3787,25,1
18,1358,1,1
19,1111,1,0
29,1949,2,0
39,2650,11,0
17,1282,0,1
55,3781,9,0
64,4159,12,0
28,1999,6,1
16,1021,0,0
34,2136,3,0
55,4222,23,1
27,2020,1,1
58,4253,22,1
35,2334,4,0
24,1456,0,0
63,4613,5,1
23,1784,0,1
45,3132,7,0
33,2450,12,1
47,3136,7,0
65,4646,31,1
63,4603,34,1
51,3580,2,1
24,1604,2,0
32,2010,13,0
44,3264,17,1
23,1954,0,1
64,4211,24,0
52,3464,24,0
61,4359,4,1
40,2924,15,1
43,3258,26,1
48,3245,31,0
49,3582,9,1
63,4240,40,0
65,4510,21,0
57,4075,10,1
23,1842,5,1
60,4394,2,1
45,2965,3,0
59,4030,30,0
57,4251,6,1
60,4397,18,1
45,3199,17,1
52,3759,28,1
47,3295,3,1
28,1838,9,0
54,4085,1,1
59,4050,34,0
48,3234,14,0
55,3939,34,1
17,1277,1,1
65,4479,13,0
41,2826,0,0
22,1590,5,1
57,3697,25,0
61,4051,41,0
25,1720,6,0
44,3455,6,1
44,3289,28,1
42,3156,12,1
27,2018,1,1
42,3150,3,1
27,1816,4,0
58,3686,0,0
24,1371,5,0
39,2622,8,0
59,3913,22,0
32,2511,4,1
35,2733,13,1
42,2716,6,0
52,3888,19,1
57,4089,26,1
43,3027,17,1
32,2132,5,0
31,2205,6,1
21,992,5,0
56,4050,10,1
51,3481,14,0
59,4172,42,1
17,1112,1,0
42,2711,10,0
56,4468,13,1
41,2944,13,1
60,4371,22,1
31,2326,10,1
42,3194,2,1
54,4027,31,1
60,4000,9,0
20,1343,3,0
57,3821,5,0
46,3197,13,0
35,2745,13,1
16,1411,0,1
47,3408,1,1
45,2971,29,0
62,3868,10,0
57,4004,7,1
35,2540,10,1
62,4680,44,1
43,3091,25,1
57,3851,4,0
16,1386,0,1
39,2878,2,1
26,1903,3,1
43,3184,0,1
63,4518,43,1
43,3004,7,0
21,1260,4,0
25,2061,8,1
33,2060,14,0
45,3340,4,1
40,2801,14,1
25,1768,5,1
19,930,2,0
54,3413,6,0
36,2421,7,0
34,2244,5,0
27,2101,1,1
49,3263,14,0
20,1463,1,1
42,2648,26,0
46,3088,14,0
55,3935,30,1
56,3894,25,0
48,3484,21,1
28,2044,6,1
37,2621,8,1
43,2958,2,0
20,1496,4,1
58,4011,4,0
40,2580,13,0
24,1520,4,0
26,1386,10,0
52,3760,34,1
29,2135,12,1
64,4277,6,0
28,1838,2,0
38,2606,7,0
26,1815,0,0
19,1430,3,1
46,3262,27,1
48,3590,14,1
35,2472,6,1
58,3737,9,0
60,4291,28,1
46,3091,5,0
20,1101,1,0
25,1923,8,1
48,3511,28,1
44,2710,15,0
16,1293,0,1
31,1816,4,0
30,2163,0,1
57,3938,31,0
52,3515,28,0
55,3938,33,1
34,2400,15,1
28,2035,3,1
32,2061,9,0
57,3825,33,0
57,4069,29,1
63,4215,38,0
19,1158,0,0
57,3907,5,0
62,4279,28,0
30,2303,3,1
44,2993,1,0
46,3290,16,1
48,3405,7,1
23,1765,1,1
58,4100,22,1
64,4327,26,0
28,1956,10,0
63,4534,35,1
23,1603,7,0
22,1765,6,1
57,3695,28,0
17,935,1,0
29,1405,6,0
47,3600,16,1
30,2128,2,1
65,4488,20,0
51,3821,16,1
34,2676,10,1
58,3958,40,0
51,3150,20,0
41,3119,21,1
62,4231,20,0
38,2481,7,0
29,1697,7,0
32,2235,9,0
51,3263,12,0
50,3344,34,0
64,4796,48,1
36,2559,7,1
30,2170,0,1
16,1139,0,1
58,4289,30,1
49,3355,18,0
34,2386,13,1
36,2195,20,0
56,3966,7,1
36,2191,9,0
52,3456,20,0
59,3817,14,0
38,2749,14,1
39,2954,5,1
40,2843,15,1
53,3512,19,0
54,3686,34,0
25,2039,0,1
27,2001,1,1
38,2733,16,1
44,3215,25,1
27,1687,5,0
21,1887,0,1
59,4424,27,1
41,2888,6,1
53,3764,22,1
64,4523,31,1
42,2943,15,1
65,4700,26,1
38,2775,7,1
48,3604,27,1
42,2777,13,0
60,4161,39,0
27,1856,6,0
26,2020,4,1
27,1858,8,0
23,1643,7,1
33,2237,14,0
41,2815,9,0
65,4729,48,1
40,3005,18,1
18,1255,2,0
64,4442,16,0
47,3581,31,1
33,2288,5,0
24,1741,3,1
48,3097,17,0
30,2303,2,1
30,2084,5,0
48,3376,32,1
59,4281,4,1
28,2059,12,1
42,2714,16,0
49,3583,28,1
56,3700,29,0
20,1402,4,1
50,3305,11,0
36,2301,12,0
29,2151,4,1
43,2951,1,0
18,1686,1,1
50,3449,21,0
29,2391,8,1
21,1665,5,1
41,3172,17,1
48,3074,32,0
59,4395,41,1
48,3140,13,0
26,1671,8,0
30,1991,12,0
62,4238,36,0
45,3270,11,1
37,2509,1,0
59,4040,28,0
39,2760,0,1
59,3781,17,0
40,3095,8,1
35,2383,5,0
49,3672,2,1
57,4272,20,1
61,4171,1,0
24,2017,2,1
19,1614,2,1
56,3977,26,1
38,2348,7,0
34,2303,15,0
23,1644,0,1
63,4498,5,1
57,3881,33,0
43,3046,6,1
34,2219,6,0
38,2789,21,1
19,1379,0,1
57,4071,15,1
31,2603,4,1
65,4553,11,1
47,3345,28,1
50,3533,1,1
50,3598,1,1
35,2546,10,1
18,1166,2,0
51,3435,1,0
43,2832,2,0
58,4353,0,1
36,2623,10,1
64,4547,20,1
49,3244,4,0
24,1424,8,0
35,2414,10,0
38,2938,12,1
16,1255,0,1
39,2452,16,0
27,1621,11,0
56,4009,26,1
53,3815,36,1
35,2798,11,1
56,4031,26,1
34,2143,1,0
40,2975,5,1
32,2024,15,0
59,4122,14,0
59,4281,42,1
46,2792,30,0
33,2120,8,0
64,4378,28,0
40,2637,20,0
35,2258,13,0
42,3159,3,1
22,1714,0,1
61,3988,11,0
31,2295,7,1
25,1946,9,1
49,3548,7,1
53,3544,4,0
33,1969,14,0
21,1690,1,1
46,3131,4,0
27,1942,11,1
35,2507,12,1
25,1718,7,0
45,3286,5,1
50,3366,15,0
63,4364,34,0
59,4362,34,1
21,1151,1,0
62,4593,3,1
17,1169,0,0
21,1212,5,0
28,1795,8,0
46,3305,30,1
58,3877,38,0
55,3983,28,1
39,2754,16,1
61,4268,3,0
65,4580,18,1
29,2040,0,1
23,1430,7,0
20,1033,3,0
19,1511,0,1
62,4725,17,1
27,1765,2,0
47,3410,12,1
47,3177,18,0
34,2448,0,1
61,4300,27,1
23,1630,1,1
56,3955,35,1
27,2067,1,1
37,2722,14,1
59,4028,39,0
57,3971,0,0
31,1992,3,0
21,1560,0,1
53,3672,10,0
61,4155,40,0
33,2328,17,1
30,1818,4,0
19,1175,2,0
59,4187,12,1
43,2900,7,0
18,966,1,0
61,4369,40,1
61,4180,28,0
33,2235,13,0
35,2685,12,1
57,3828,16,0
28,1825,2,0
64,4483,46,1
24,1547,0,0
54,3623,34,0
56,3762,40,0
52,3992,21,1
57,3995,41,1
38,3003,21,1
23,1687,3,1
16,1024,0,0
54,3650,10,0
54,3883,15,1
16,1125,0,1
63,4630,37,1
28,1944,10,0
49,3782,28,1
19,1159,2,0
51,3508,35,0
60,3898,35,0
46,3161,19,0
28,1950,8,0
26,1502,10,0
50,3691,6,1
65,4504,6,0
30,2162,4,1
21,1601,5,1
47,3292,6,1
41,2944,18,1
20,1409,2,1
27,1905,3,1
48,3258,22,0
48,3348,5,0
29,1843,10,0
45,3269,21,1
29,1949,1,0
49,3830,17,1
62,4475,18,1
47,3793,3,1
39,2724,12,0
52,3699,31,1
53,3810,34,1
16,1102,0,0
52,3589,6,0
44,3323,21,1
59,4243,15,1
37,2283,20,0
46,3410,16,1
17,1392,1,1
39,2638,14,0
20,1035,0,0
63,4198,39,0
65,4520,46,0
19,1351,2,1
53,3595,27,0
52,3932,27,1
56,3864,28,0
40,2843,9,1
19,1315,3,0
34,2295,15,0
44,2860,1,0
26,1899,4,1
35,2133,14,0
23,1519,1,0
64,4627,48,1
16,944,0,0
23,1679,3,1
45,3291,12,1
39,2890,2,1
64,4239,24,0
41,3063,20,1
53,3892,26,1
37,2629,10,1
46,3051,27,0
24,1525,6,0
58,3962,3,0
25,2010,1,1
23,1665,7,1
41,2854,14,0
54,4034,11,1
48,3246,29,0
65,4860,43,1
49,3384,13,0
47,3158,14,0
53,3999,17,1
38,2776,15,1
46,2913,28,0
62,4063,4,0
40,2816,24,1
41,2993,13,1
41,3061,18,1
40,2818,17,1
47,2934,14,0
45,3371,1,1
63,4305,5,0
46,2778,27,0
53,3706,25,0
20,1671,3,1
18,1402,2,1
26,1714,8,0
49,3616,2,1
18,1252,1,0
65,4434,30,0
24,1686,8,1
30,1764,14,0
32,2486,1,1
40,2765,18,0
42,3018,9,1
33,2124,0,0
28,1811,3,0
50,3221,18,0
59,3933,35,0
19,1665,3,1
55,4080,22,1
42,2812,6,0
27,2023,4,1
38,2243,9,0
55,3809,34,0
50,3770,14,1
63,4213,5,0
59,4135,7,1
39,2855,13,1
53,3711,3,1
64,4418,18,0
53,4011,36,1
34,2579,3,1
47,3042,13,0
22,1400,6,0
41,2859,13,0
30,2250,6,1
22,1595,1,1
39,2728,18,0
29,2319,4,1
18,1089,2,0
49,3182,16,0
45,3201,8,1
21,1516,5,1
18,1147,0,0
48,3465,31,1
34,2159,17,0
56,3545,4,0
52,3661,1,1
35,2535,7,1
52,3802,11,1
42,2893,8,0
38,2638,8,0
39,2544,11,0
31,2041,12,0
27,1949,0,1
56,3912,40,0
41,2706,13,0
34,2367,6,0
45,3300,8,1
62,4511,30,1
56,3396,28,0
33,2185,10,0
28,1807,4,0
45,3310,16,1
56,3599,5,0
49,3427,29,0
55,4025,20,1
41,2723,14,0
20,1783,1,1
55,3747,3,0
20,1288,1,0
60,3969,38,0
53,3895,25,1
17,1087,1,0
60,4299,32,1
22,1564,5,1
60,4452,40,1
31,1855,12,0
52,3697,2,1
35,2228,13,0
46,3431,16,1
27,2167,9,1
22,1693,5,1
36,2593,15,1
46,2824,18,0
35,2263,1,0
56,3615,2,0
21,1148,2,0
41,2632,12,0
16,1365,0,1
30,2282,6,1
63,4302,28,0
34,2417,15,1
49,3402,25,0
45,2999,28,0
42,2928,17,0
26,1928,10,1
20,1532,0,1
44,3180,10,1
51,3669,4,1
25,1859,3,1
62,4536,20,1
62,4635,4,1
29,1925,1,0
64,4647,14,1
37,2742,12,1
32,1574,9,0
31,2243,8,1
54,3964,5,1
57,4102,1,1
45,3135,23,0
57,4263,28,1
39,2879,1,1
33,2106,13,0
22,1660,0,1
29,2269,0,1
24,1797,8,1
54,4261,38,1
38,2466,0,0
57,4207,13,1
29,2185,1,1
49,3453,26,1
50,3599,22,1
34,2436,6,1
35,2410,4,0
34,2409,14,1
61,4225,8,0
52,3470,0,0
55,3844,7,0
31,2137,3,0
18,1216,2,0
26,1868,9,1
19,1677,2,1
44,3611,23,1
62,4320,28,0
22,1953,0,1
52,3332,2,0
59,4228,14,1
50,3741,13,1
22,1410,1,0
35,2181,6,0
34,2335,1,0
42,2818,26,0
42,2818,12,0
44,3384,19,1
56,3957,19,1
35,2574,1,1
22,1799,2,1
21,1730,2,1
43,3068,23,1
42,3363,22,1
47,3257,4,0
45,3356,9,1
32,2456,11,1
60,4307,38,1
57,3812,25,0
30,1827,2,0
31,2054,7,0
17,1703,0,1
26,1975,10,1
27,2240,3,1
19,1236,3,0
31,2508,11,1
43,2975,11,0
29,2207,2,1
55,3841,3,0
20,1229,1,0
25,1699,6,0
55,3968,19,1
62,4696,8,1
28,2004,11,1
22,1505,5,0
63,4356,0,0
57,3986,32,0
42,2707,8,0
45,3049,16,0
31,2197,15,1
48,3476,31,1
24,1681,5,1
35,2561,1,1
22,1746,4,1
59,4337,19,1
32,2194,5,0
32,2035,11,0
50,3712,13,1
36,2433,14,0
22,1361,4,0
39,2734,17,1
45,3111,13,0
25,1788,5,1
47,2982,22,0
53,3881,23,1
22,1539,3,0
35,2174,0,0
38,2832,10,1
24,1886,8,1
18,901,0,0
54,3883,15,1
34,2503,17,1
29,1563,9,0
40,2552,24,0
20,1442,4,1
34,2128,12,0
40,2580,7,0
57,3802,9,0
58,3557,18,0
61,3892,14,0
45,2885,7,0
43,3030,6,1
65,4278,39,0
53,3813,23,1
52,3953,34,1
41,2945,8,1
23,1426,6,0
42,3151,7,1
43,3057,14,1
61,4736,25,1
36,2608,8,1
36,2394,11,0
46,3315,12,1
38,2547,22,0
61,4488,30,1
50,3768,2,1
50,3269,10,0
51,3714,33,1
19,1316,1,0
26,1738,3,0
28,2265,8,1
63,4560,37,1
61,4249,30,0
59,4175,29,1
64,4466,30,0
20,1381,0,0
26,1803,6,0
17,1248,1,1
46,3045,19,0
26,1715,9,0
21,1307,3,0
56,3733,0,0
54,3828,15,1
48,3205,20,0
58,4269,14,1
38,2475,20,0
53,3651,30,0
22,1654,5,1
35,2578,0,1
36,2327,9,0
51,3513,4,0
54,3745,11,0
34,2173,16,0
62,4045,25,0
29,2111,2,1
61,4138,12,0
22,1609,3,1
38,2669,10,1
49,3317,19,0
53,3721,26,1
61,4368,23,1
18,1372,1,1
16,1157,0,1
65,4311,32,0
26,1901,2,1
16,953,0,0
38,2762,8,1
38,2498,9,0
64,4354,8,0
53,3761,26,1
16,1017,0,0
60,4236,1,1
17,1033,0,0
59,4330,34,1
26,1860,10,1
17,1509,0,1
17,984,0,0
19,1765,0,1
50,3585,26,1
62,4302,12,0
16,1373,0,1
46,3174,30,0
57,4216,3,1
17,1451,0,1
37,2847,9,1
47,2956,0,0
47,3004,1,0
41,3070,0,1
60,4488,17,1
31,2014,2,0
52,3972,31,1
49,3313,13,0
34,2287,18,0
25,1809,4,1
64,4410,22,0
18,987,1,0
60,4403,39,1
52,3728,26,1
28,2084,6,1
43,2761,18,0
60,4009,27,0
58,3993,32,0
24,1482,0,0
40,2807,0,1
46,3343,8,1
52,3966,28,1
61,4269,6,0
58,4373,38,1
29,2409,13,1
30,2295,10,1
50,3249,3,0
44,3323,22,1
26,1828,0,1
47,3148,5,0
62,3838,31,0
63,4434,18,1
49,3573,9,1
50,3436,29,0
55,3704,28,0
46,3200,6,0
20,1127,3,0
28,1937,9,0
50,3627,8,1
56,4485,34,1
34,2491,2,1
39,3168,5,1
26,1793,0,0
44,2683,20,0
60,4207,41,1
56,3770,20,0
29,2051,1,1
56,3799,13,0
51,3756,1,1
54,3486,14,0
45,3121,9,0
43,3119,17,1
49,3446,12,1
43,2990,18,0
38,2752,16,1
45,3148,0,0
28,2058,6,1
39,2503,9,0
62,4360,25,1
49,3541,7,1
34,2467,8,1
25,1833,6,1
34,2411,10,1
45,3271,18,1
35,2424,8,0
21,1862,0,1
45,3284,28,1
28,1955,3,0
21,1178,3,0
43,3269,19,1
61,4141,8,0
25,1595,4,0
49,3602,21,1
31,1969,1,0
62,4046,29,0
55,3803,13,0
37,2485,2,0
41,3053,7,1
21,1572,2,1
26,2177,10,1
24,1462,3,0
23,1795,7,1
26,2130,10,1
59,4334,31,1
61,4226,17,0
47,3274,23,0
29,2025,8,0
29,2267,9,1
46,2748,23,0
52,3762,18,1
27,1587,4,0
51,3423,3,0
40,2998,3,1
58,3742,11,0
25,1651,7,0
58,3887,6,0
21,1366,0,0
18,1425,1,1
52,3301,13,0
47,3542,1,1
43,2923,27,0
45,3288,20,1
37,2598,2,1
58,3820,13,0
39,2409,11,0
62,4291,44,0
47,3341,29,1
53,3742,11,1
21,1560,4,1
58,3940,36,0
26,1556,2,0
26,1897,1,1
46,2768,12,0
34,2266,4,0
48,3508,9,1
38,2869,20,1
63,4427,47,1
46,3129,9,0
22,1616,2,1
39,2974,19,1
30,2145,6,1
59,3987,18,0
23,1482,6,0
23,2069,1,1
57,3950,26,0
18,1265,2,1
23,1638,4,1
34,2112,10,0
46,3042,1,0
48,3468,13,1
64,4652,21,1
38,2648,7,0
18,1290,0,1
25,1459,4,0
49,3261,26,0
43,3312,1,1
65,4333,1,0
62,4642,28,1
41,2598,3,0
40,2656,5,0
28,2029,1,1
60,4730,0,1
57,3919,8,0
55,3645,21,0
63,4304,22,0
28,2156,12,1
52,3681,27,1
25,2082,1,1
42,3047,20,1
53,3656,11,0
37,2652,21,1
25,1902,3,1
28,1950,9,0
54,3311,5,0
36,2461,9,0
37,2686,3,1
37,2462,6,0
39,2858,23,1
30,1808,12,0
64,4465,9,0
59,4528,41,1
57,4190,9,1
48,3432,10,1
44,2989,12,0
50,3394,6,0
40,2694,9,0
16,1130,0,1
29,2140,5,1
46,3171,20,0
54,3503,2,0
27,1980,6,1
34,2486,0,1
39,2764,20,1
28,1831,6,0
23,1905,1,1
18,1281,0,1
23,1763,6,1
48,2985,12,0
60,3613,1,0
20,1542,2,1
33,2410,0,1
23,1490,6,0
38,2728,17,1
44,3216,23,1
43,2695,7,0
27,2057,9,1
30,2075,14,0
30,2101,14,1
18,1420,1,1
38,2526,4,0
27,2002,4,1
54,3878,15,1
21,1658,2,1
34,2051,3,0
42,2976,13,1
59,4349,0,1
51,3929,2,1
53,3927,15,1
18,1209,0,0
60,3663,29,0
53,3852,20,1
30,2392,8,1
30,2259,5,1
31,2227,1,1
43,3031,26,1
34,2258,10,0
63,4449,40,1
31,1802,12,0
30,2325,6,1
44,2925,23,0
38,2899,16,1
63,4623,17,1
25,1713,9,0
57,3992,4,1
27,1922,1,1
55,4227,28,1
45,3049,11,0
40,3177,21,1
32,2128,6,0
49,3541,30,1
20,1074,4,0
61,4034,27,0
47,3564,29,1
64,4214,17,0
29,1834,12,0
22,1786,1,1
54,3986,13,1
46,2871,7,0
36,3023,15,1
64,4245,13,0
52,3649,22,1
59,3950,31,0
35,2808,2,1
53,3613,9,0
65,4720,36,1
21,1658,2,1
29,1982,9,0
35,2581,11,1
40,2887,21,1
28,2154,5,1
62,4548,36,1
55,3822,13,0
30,2212,0,1
46,3347,24,1
31,2131,12,0
57,3781,5,0
54,3890,1,1
17,1383,0,1
23,1638,2,1
21,1579,1,1
27,1764,2,0
39,2674,16,0
58,3823,6,0
64,4237,27,0
52,3368,11,0
47,2938,15,0
60,4283,25,1
49,3904,12,1
65,4476,3,0
28,2106,6,1
64,4245,19,0
57,3974,30,0
52,3678,23,1
58,4155,2,1
59,4134,11,1
25,1920,9,1
48,3256,6,0
40,2986,3,1
17,1098,1,0
37,2526,0,0
22,1597,2,1
49,3329,13,0
36,2397,1,0
42,2985,25,1
31,2019,10,0
24,1889,4,1
52,3566,28,0
57,4160,20,1
41,2635,22,0
49,3627,10,1
16,1416,0,1
29,1799,2,0
23,1456,0,0
54,3765,15,0
57,3838,40,0
50,3281,14,0
60,4396,31,1
43,3315,9,1
29,2078,10,1
60,4385,6,1
46,3140,29,0
16,1002,0,0
39,2588,7,0
39,2761,16,1
63,4647,40,1
20,1448,2,1
59,4271,28,1
46,3249,26,1
42,2918,19,0
24,2024,7,1
62,4391,42,1
19,1891,1,1
61,4345,39,1
50,3551,1,1
49,3414,22,0
60,4421,3,1
43,3128,3,1
61,4125,4,0
34,2484,9,1
54,3884,10,1
37,2747,6,1
61,4219,45,0
28,1757,10,0
27,1864,1,0
31,1973,9,0
18,1206,2,0
57,3884,10,0
41,2894,14,1
62,4162,27,0
54,3467,3,0
36,2823,20,1
20,1638,1,1
26,2231,4,1
31,2313,2,1
48,3078,21,0
16,1072,0,0
59,4263,0,1
16,1135,0,1
60,4227,21,1
28,1755,9,0
32,2201,11,0
19,1506,3,1
21,1465,3,0
25,1997,3,1
17,1254,0,1
53,3827,36,1
55,3642,27,0
26,1532,2,0
42,3032,9,1
36,2684,3,1
57,3745,34,0
35,2574,12,1
37,2630,10,1
26,2117,7,1
30,2369,10,1
48,3411,25,1
53,3830,21,1
34,2171,12,0
42,2774,14,0
46,3092,22,0
27,1574,1,0
32,2368,7,1
54,3628,13,0
51,3776,10,1
35,2620,13,1
43,2673,12,0
65,4450,2,0
